Gal,Galaxy Name,m-M,err,distancempc,err,Method,M.,REFCODE,Notes,RA,Dec,GLON,GLAT,Type (RC3),velocitykms
1196,ESO 207- G 007,30.4,0.8,12,4.8,Tully est,2,1988NBGC.C....0000T,,06:50:39.9,-52:08:25.2,261.8,-21.2,SBS9,867
1197,ESO 427- G 014,33.01,0.43,40,8.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:51:21.0,-29:35:34.5,239.7,-13,PSBS2?,1818
1197,ESO 427- G 014,33.01,0.43,40,8.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:51:21.0,-29:35:34.5,239.7,-13,PSBS2?,1818
1197,ESO 427- G 014,33.08,0.43,41.2,8.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:51:21.0,-29:35:34.5,239.7,-13,PSBS2?,1818
1197,ESO 427- G 014,32.29,0.8,28.7,11.5,IRAS,4,1997ApJS..109..333W,"MAT, I",06:51:21.0,-29:35:34.5,239.7,-13,PSBS2?,1818
1198,ESO 309- G 005,32,0.43,25.1,5.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:53:02.9,-39:16:13.3,249.1,-16.5,SBT3?,1692
1198,ESO 309- G 005,32.02,0.43,25.3,5.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:53:02.9,-39:16:13.3,249.1,-16.5,SBT3?,1692
1198,ESO 309- G 005,32.27,0.43,28.4,6.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:53:02.9,-39:16:13.3,249.1,-16.5,SBT3?,1692
1198,ESO 309- G 005,32.15,0.8,27,10.8,IRAS,4,1997ApJS..109..333W,"MAT, I",06:53:02.9,-39:16:13.3,249.1,-16.5,SBT3?,1692
1199,UGC 03574,31.82,0.4,23.1,4.6,Tully-Fisher,1,1988NBGC.C....0000T,B,06:53:10.4,+57:10:40.0,158.9,22.8,SAS6,1514
1200,NGC 2310,30.67,0.8,13.6,5.4,Tully est,2,1988NBGC.C....0000T,B,06:53:53.9,-40:51:45.4,250.7,-16.9,L..../,973
1201,UGC 03587,31.27,0.4,18,3.6,Tully-Fisher,1,1988NBGC.C....0000T,B,06:53:54.9,+19:17:58.8,195.9,9.2,S?,1194
1202,ESO 087- G 050,33.11,0.43,41.9,9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:54:00.0,-63:13:08.0,273.4,-23.7,S..5?/,3324
1202,ESO 087- G 050,33.13,0.43,42.3,9.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:54:00.0,-63:13:08.0,273.4,-23.7,S..5?/,3324
1202,ESO 087- G 050,33.31,0.43,46,9.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:54:00.0,-63:13:08.0,273.4,-23.7,S..5?/,3324
1202,ESO 087- G 050,33.39,0.8,47.6,19,IRAS,4,1997ApJS..109..333W,"MAT, I",06:54:00.0,-63:13:08.0,273.4,-23.7,S..5?/,3324
1203,UGC 03580,31.42,0.47,19.3,4.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",06:55:30.8,+69:33:47.0,145.7,25.6,SAS1P*,1316
1203,UGC 03580,31.44,0.47,19.4,4.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",06:55:30.8,+69:33:47.0,145.7,25.6,SAS1P*,1316
1203,UGC 03580,31.57,0.4,20.6,4.1,Tully-Fisher,1,1988NBGC.C....0000T,B,06:55:30.8,+69:33:47.0,145.7,25.6,SAS1P*,1316
1203,UGC 03580,31.76,0.47,22.5,5.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",06:55:30.8,+69:33:47.0,145.7,25.6,SAS1P*,1316
1203,UGC 03580,31.44,0.8,19.4,7.8,IRAS,4,1997ApJS..109..333W,"A82, H",06:55:30.8,+69:33:47.0,145.7,25.6,SAS1P*,1316
1204,UGC 03522,32.61,0.4,33.2,6.6,Tully-Fisher,1,1988NBGC.C....0000T,B,06:56:06.1,+84:55:03.9,128.6,27.1,S?,2296
1205,UGC 03598,32.41,0.4,30.3,6.1,Tully-Fisher,1,1988NBGC.C....0000T,B,06:56:30.5,+60:39:06.0,155.4,24,IB.9,2078
1206,NGC 2325,32.08,0.8,26.1,10.4,Tully est,2,1988NBGC.C....0000T,B,07:02:40.5,-28:41:50.5,240,-10.4,E.4,1956
1206,NGC 2325,31.16,0.4,17.1,3.4,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:02:40.5,-28:41:50.5,240,-10.4,E.4,1956
1206,NGC 2325,31.49,0.4,19.9,4,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:02:40.5,-28:41:50.5,240,-10.4,E.4,1956
1207,UGC 03652,33.62,0.38,53,10.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",07:03:51.2,+22:22:10.3,194,12.6,S..6*,4482
1207,UGC 03652,33.75,0.38,56.3,10.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",07:03:51.2,+22:22:10.3,194,12.6,S..6*,4482
1207,UGC 03652,34.01,0.38,63.4,12,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",07:03:51.2,+22:22:10.3,194,12.6,S..6*,4482
1207,UGC 03652,33.9,0.8,60.2,24.1,IRAS,4,1997ApJS..109..333W,"CF, r",07:03:51.2,+22:22:10.3,194,12.6,S..6*,4482
1208,ESO 309- G 017,34.42,0.43,76.5,16.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:04:04.9,-41:52:47.0,252.4,-15.5,S..3?/,5024
1208,ESO 309- G 017,34.7,0.43,87,18.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:04:04.9,-41:52:47.0,252.4,-15.5,S..3?/,5024
1208,ESO 309- G 017,34.87,0.43,94,20.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:04:04.9,-41:52:47.0,252.4,-15.5,S..3?/,5024
1208,ESO 309- G 017,34.17,0.8,68.3,27.3,IRAS,4,1997ApJS..109..333W,"MAT, I",07:04:04.9,-41:52:47.0,252.4,-15.5,S..3?/,5024
1209,UGC 03658,31.14,0.8,16.9,6.8,Tully est,2,1988NBGC.C....0000T,B,07:04:40.1,+17:35:00.0,198.6,10.8,I..9*,1104
1210,"UGC 03647, DDO 040",31.73,0.4,22.2,4.4,Tully-Fisher,1,1988NBGC.C....0000T,B,07:04:50.4,+56:31:13.0,160.1,24.1,IB.9,1451
1211,NGC 2320,34.53,0.4,80.7,16.1,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:05:42.0,+50:34:51.8,166.4,22.8,E,5770
1211,NGC 2320,34.74,0.4,88.5,17.7,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:05:42.0,+50:34:51.8,166.4,22.8,E,5770
1212,UGC 03691 ,32.39,0.4,30,6,Tully-Fisher,1,1988NBGC.C....0000T,B,07:08:01.3,+15:10:42.3,201.1,10.5,SA.6,2113
1212,UGC 03691 ,32.69,0.47,34.5,8.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",07:08:01.3,+15:10:42.3,201.1,10.5,SA.6,2113
1212,UGC 03691 ,32.7,0.47,34.7,8.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",07:08:01.3,+15:10:42.3,201.1,10.5,SA.6,2113
1212,UGC 03691 ,33.05,0.47,40.7,9.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",07:08:01.3,+15:10:42.3,201.1,10.5,SA.6,2113
1212,UGC 03691 ,32.52,0.8,32,12.8,IRAS,4,1997ApJS..109..333W,"A82, H",07:08:01.3,+15:10:42.3,201.1,10.5,SA.6,2113
1213,NGC 2339 ,32.45,0.4,30.9,6.2,Tully-Fisher,1,1988NBGC.C....0000T,B,07:08:20.5,+18:46:48.9,197.8,12.1,SXT4,2131
1214,UGC 03685,32.23,0.4,27.9,5.6,Tully-Fisher,1,1988NBGC.C....0000T,B,07:09:05.9,+61:35:44.0,154.7,25.7,SBT3,1882
1215,NGC 2329,34.53,0.4,80.7,16.1,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:09:08.0,+48:36:55.5,168.6,22.8,L..-*,5766
1215,NGC 2329,34.74,0.4,88.5,17.7,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:09:08.0,+48:36:55.5,168.6,22.8,L..-*,5766
1216,UGC 03696,34.53,0.4,80.7,16.1,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:09:23.1,+48:38:07.9,168.6,22.8,E?,6201
1216,UGC 03696,34.74,0.4,88.5,17.7,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:09:23.1,+48:38:07.9,168.6,22.8,E?,6201
1217,2MASXi J0709255+483801,34.53,0.4,80.7,16.1,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:09:25.5,+48:38:01.2,168.6,22.9,,5249
1217,2MASXi J0709255+483801,34.74,0.4,88.5,17.7,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:09:25.5,+48:38:01.2,168.6,22.9,,5249
1218,NGC 2337,29.58,0.4,8.2,1.6,Tully-Fisher,1,1988NBGC.C....0000T,B,07:10:13.6,+44:27:26.3,172.9,21.8,IB.9,455
1219,NGC 2314,33.71,0.4,55.1,11,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:10:32.6,+75:19:36.0,139.4,27.4,E.3,3980
1219,NGC 2314,34.04,0.4,64.3,12.9,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:10:32.6,+75:19:36.0,139.4,27.4,E.3,3980
1220,ESO 310- G 002,34.87,0.43,94.3,20.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:10:48.6,-38:13:07.2,249.5,-12.9,Sbc,5464
1220,ESO 310- G 002,35.16,0.43,107.7,23.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:10:48.6,-38:13:07.2,249.5,-12.9,Sbc,5464
1220,ESO 310- G 002,35.25,0.43,112.1,24.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:10:48.6,-38:13:07.2,249.5,-12.9,Sbc,5464
1220,ESO 310- G 002,33.75,0.8,56.3,22.5,IRAS,4,1997ApJS..109..333W,"MAT, I",07:10:48.6,-38:13:07.2,249.5,-12.9,Sbc,5464
1221,NGC 2340,34.53,0.4,80.7,16.1,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:11:10.8,+50:10:28.9,167,23.5,E,5992
1221,NGC 2340,34.74,0.4,88.5,17.7,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:11:10.8,+50:10:28.9,167,23.5,E,5992
1222,NGC 2344,31.01,0.8,16,6.4,Tully est,2,1988NBGC.C....0000T,B,07:12:28.7,+47:10:00.1,170.3,22.9,SAT5*,1004
1223,UGC 03717,33,0.38,39.9,7.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",07:13:14.4,+73:50:35.3,141.1,27.5,S..4,4314
1223,UGC 03717,33.1,0.38,41.7,7.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",07:13:14.4,+73:50:35.3,141.1,27.5,S..4,4314
1223,UGC 03717,33.28,0.38,45.3,8.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",07:13:14.4,+73:50:35.3,141.1,27.5,S..4,4314
1223,UGC 03717,33.86,0.8,59.1,23.6,IRAS,4,1997ApJS..109..333W,"CF, r",07:13:14.4,+73:50:35.3,141.1,27.5,S..4,4314
1224,ESO 058- G 025,34.34,0.43,73.8,15.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:13:24.2,-68:21:31.8,279.4,-23.1,SBT5?,7017
1224,ESO 058- G 025,34.6,0.43,83,17.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:13:24.2,-68:21:31.8,279.4,-23.1,SBT5?,7017
1224,ESO 058- G 025,34.67,0.43,86,18.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:13:24.2,-68:21:31.8,279.4,-23.1,SBT5?,7017
1224,ESO 058- G 025,34.87,0.8,94.4,37.8,IRAS,4,1997ApJS..109..333W,"MAT, I",07:13:24.2,-68:21:31.8,279.4,-23.1,SBT5?,7017
1225,UGC 03741,34.45,0.38,77.8,14.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",07:13:47.6,+50:15:25.6,167.1,24,S..6*,5343
1225,UGC 03741,34.52,0.38,80.1,15.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",07:13:47.6,+50:15:25.6,167.1,24,S..6*,5343
1225,UGC 03741,34.66,0.38,85.6,16.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",07:13:47.6,+50:15:25.6,167.1,24,S..6*,5343
1225,UGC 03741,34.24,0.8,70.6,28.3,IRAS,4,1997ApJS..109..333W,"CF, r",07:13:47.6,+50:15:25.6,167.1,24,S..6*,5343
1226,NGC 2268 ,32.68,0.4,34.4,6.9,Tully-Fisher,1,1988NBGC.C....0000T,,07:14:17.4,+84:22:56.2,129.2,27.5,SXR4,2380
1226,NGC 2268 ,32.81,0.47,36.5,8.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",07:14:17.4,+84:22:56.2,129.2,27.5,SXR4,2380
1226,NGC 2268 ,33.02,0.47,40.2,9.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",07:14:17.4,+84:22:56.2,129.2,27.5,SXR4,2380
1226,NGC 2268 ,33.12,0.47,42.1,9.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",07:14:17.4,+84:22:56.2,129.2,27.5,SXR4,2380
1226,NGC 2268 ,32.57,0.8,32.6,13,IRAS,4,1997ApJS..109..333W,"A82, H",07:14:17.4,+84:22:56.2,129.2,27.5,SXR4,2380
1227,ESO 035- G 003,33.5,0.43,50.2,10.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:14:17.5,-74:44:13.2,286.2,-24.6,Sc,4125
1227,ESO 035- G 003,33.51,0.43,50.4,10.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:14:17.5,-74:44:13.2,286.2,-24.6,Sc,4125
1227,ESO 035- G 003,33.84,0.43,58.7,12.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:14:17.5,-74:44:13.2,286.2,-24.6,Sc,4125
1227,ESO 035- G 003,33.77,0.8,56.7,22.7,IRAS,4,1997ApJS..109..333W,"MAT, I",07:14:17.5,-74:44:13.2,286.2,-24.6,Sc,4125
1228,UGC 03730,33.01,0.4,40,8,Tully-Fisher,1,1988NBGC.C....0000T,B,07:14:20.4,+73:28:37,141.5,27.5,RING,2837
1229,UGC 03766,34.54,0.38,81.1,15.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",07:14:50.4,+16:58:53.7,200.2,12.7,S..6*,4825
1229,UGC 03766,34.68,0.38,86.5,16.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",07:14:50.4,+16:58:53.7,200.2,12.7,S..6*,4825
1229,UGC 03766,34.76,0.38,89.6,17,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",07:14:50.4,+16:58:53.7,200.2,12.7,S..6*,4825
1229,UGC 03766,34.17,0.8,68.2,27.3,IRAS,4,1997ApJS..109..333W,"CF, r",07:14:50.4,+16:58:53.7,200.2,12.7,S..6*,4825
1230,ESO 162- G 015,32.46,0.43,31.1,6.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:15:23.7,-55:04:34.9,266,-18.7,SBS5,2605
1230,ESO 162- G 015,32.51,0.43,31.8,6.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:15:23.7,-55:04:34.9,266,-18.7,SBS5,2605
1230,ESO 162- G 015,32.79,0.43,36.2,7.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:15:23.7,-55:04:34.9,266,-18.7,SBS5,2605
1230,ESO 162- G 015,32.96,0.8,39,15.6,IRAS,4,1997ApJS..109..333W,"MAT, I",07:15:23.7,-55:04:34.9,266,-18.7,SBS5,2605
1231,ESO 162- G 017,29.8,0.43,9.1,2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:15:54.5,-57:20:36.6,268.3,-19.4,S.3?P/,909
1231,ESO 162- G 017,29.91,0.43,9.6,2.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:15:54.5,-57:20:36.6,268.3,-19.4,S.3?P/,909
1231,ESO 162- G 017,30.22,0.43,11.1,2.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:15:54.5,-57:20:36.6,268.3,-19.4,S.3?P/,909
1231,ESO 162- G 017,30.43,0.8,12.2,4.9,Tully est,2,1988NBGC.C....0000T,,07:15:54.5,-57:20:36.6,268.3,-19.4,S.3?P/,909
1231,ESO 162- G 017,30.69,0.8,13.7,5.5,IRAS,4,1997ApJS..109..333W,"MAT, I",07:15:54.5,-57:20:36.6,268.3,-19.4,S.3?P/,909
1232,NGC 2357,32.49,0.47,31.5,7.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",07:17:40.9,+23:21:24.3,194.4,15.9,S..6*,2207
1232,NGC 2357,32.49,0.4,31.5,6.3,Tully-Fisher,1,1988NBGC.C....0000T,B,07:17:40.9,+23:21:24.3,194.4,15.9,S..6*,2207
1232,NGC 2357,32.57,0.47,32.7,7.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",07:17:40.9,+23:21:24.3,194.4,15.9,S..6*,2207
1232,NGC 2357,32.91,0.47,38.2,9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",07:17:40.9,+23:21:24.3,194.4,15.9,S..6*,2207
1232,NGC 2357,32.58,0.8,32.8,13.1,IRAS,4,1997ApJS..109..333W,"A82, H",07:17:40.9,+23:21:24.3,194.4,15.9,S..6*,2207
1233,NGC 2369A,33.2,0.43,43.6,9.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:18:43.5,-62:56:10.6,274,-21,SXT4,2995
1233,NGC 2369A,33.35,0.43,46.7,10,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:18:43.5,-62:56:10.6,274,-21,SXT4,2995
1233,NGC 2369A,33.44,0.43,48.8,10.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:18:43.5,-62:56:10.6,274,-21,SXT4,2995
1233,NGC 2369A,33.15,0.8,42.6,17,IRAS,4,1997ApJS..109..333W,"MAT, I",07:18:43.5,-62:56:10.6,274,-21,SXT4,2995
1234,AM 0720-723,31.22,0.8,17.6,7,Tully est,2,1988NBGC.C....0000T,B,07:19:50.8,-72:43:28.0,284.2,-23.7,IBS9,1294
1235,ESO 058- G 028,32.57,0.43,32.6,7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:20:34.0,-67:42:39.0,278.9,-22.3,SBS7,3393
1235,ESO 058- G 028,32.67,0.43,34.3,7.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:20:34.0,-67:42:39.0,278.9,-22.3,SBS7,3393
1235,ESO 058- G 028,33.02,0.43,40.1,8.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:20:34.0,-67:42:39.0,278.9,-22.3,SBS7,3393
1235,ESO 058- G 028,33.41,0.8,48.1,19.2,IRAS,4,1997ApJS..109..333W,"MAT, I",07:20:34.0,-67:42:39.0,278.9,-22.3,SBS7,3393
1236,UGC 03808,32.6,0.4,33.1,6.6,Tully-Fisher,1,1988NBGC.C....0000T,B,07:21:02.0,+25:10:43.0,193,17.3,SBS7*,2329
1237,NGC 2397,31.82,0.43,23.1,5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:21:19.9,-69:00:05.3,280.3,-22.6,SBS3*,1099
1237,NGC 2397,32.03,0.43,25.5,5.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:21:19.9,-69:00:05.3,280.3,-22.6,SBS3*,1099
1237,NGC 2397,32.07,0.43,26,5.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:21:19.9,-69:00:05.3,280.3,-22.6,SBS3*,1099
1237,NGC 2397,30.87,0.8,14.9,6,Tully est,2,1988NBGC.C....0000T,B,07:21:19.9,-69:00:05.3,280.3,-22.6,SBS3*,1099
1237,NGC 2397,31.14,0.8,16.9,6.8,IRAS,4,1997ApJS..109..333W,"MAT, I",07:21:19.9,-69:00:05.3,280.3,-22.6,SBS3*,1099
1238,UGC 03817,29.6,0.8,8.3,3.3,Tully est,2,1988NBGC.C....0000T,,07:22:44.5,+45:06:30.7,172.9,24.1,I..9*,459
1239,ESO 123- G 009,32.93,0.43,38.5,8.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:22:50.4,-62:01:44.5,273.3,-20.2,SAT5,2999
1239,ESO 123- G 009,33.05,0.43,40.7,8.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:22:50.4,-62:01:44.5,273.3,-20.2,SAT5,2999
1239,ESO 123- G 009,33.13,0.43,42.2,9.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:22:50.4,-62:01:44.5,273.3,-20.2,SAT5,2999
1239,ESO 123- G 009,33.2,0.8,43.7,17.5,IRAS,4,1997ApJS..109..333W,"MAT, I",07:22:50.4,-62:01:44.5,273.3,-20.2,SAT5,2999
1240,"NGC 2380, NGC 2382",31.2,0.4,17.4,3.5,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:23:54.8,-27:31:44.6,241,-5.7,LX.0*,1575
1240,"NGC 2380, NGC 2382",31.54,0.4,20.3,4.1,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:23:54.8,-27:31:44.6,241,-5.7,LX.0*,1575
1241,UGC 03826,32.17,0.4,27.2,5.4,Tully-Fisher,1,1988NBGC.C....0000T,B,07:24:27.9,+61:41:38.0,154.9,27.5,SXS7,1816
1242,[SPS 8]***,33.46,0.4,49.3,9.9,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",07:24:30.0,+85:16:17.0,128.1,28.2,,5544
1242,[SPS 8]***,33.75,0.4,56.3,11.3,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",07:24:30.0,+85:16:17.0,128.1,28.2,,5544
1243,NGC 2377,32.51,0.8,31.8,12.7,Tully est,2,1988NBGC.C....0000T,,07:24:56.8,-09:39:33.5,225.4,2.9,SAS5*,2284
1244,NGC 2336,32.56,0.47,32.5,7.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",07:27:04.1,+80:10:41.1,134,28.2,SXR4,2345
1244,NGC 2336,32.65,0.4,33.9,6.8,Tully-Fisher,1,1988NBGC.C....0000T,B,07:27:04.1,+80:10:41.1,134,28.2,SXR4,2345
1244,NGC 2336,32.8,0.47,36.4,8.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",07:27:04.1,+80:10:41.1,134,28.2,SXR4,2345
1244,NGC 2336,32.9,0.47,38,8.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",07:27:04.1,+80:10:41.1,134,28.2,SXR4,2345
1244,NGC 2336,32.52,0.8,31.9,12.8,IRAS,4,1997ApJS..109..333W,"A82, H",07:27:04.1,+80:10:41.1,134,28.2,SXR4,2345
1245,NGC 2276,32.83,0.4,36.8,7.4,Tully-Fisher,1,1988NBGC.C....0000T,B,07:27:14.4,+85:45:16.4,127.7,27.7,SXT5,2578
1246,ESO 257- G?017,30.26,0.8,11.3,4.5,Tully est,2,1988NBGC.C....0000T,,07:27:33.3,-45:41:04.6,257.8,-13.2,SBS9,783
1247,IC 2202,33.06,0.43,40.9,8.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:27:54.7,-67:34:27.2,279,-21.6,SAS4*,3395
1247,IC 2202,33.31,0.43,46,9.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:27:54.7,-67:34:27.2,279,-21.6,SAS4*,3395
1247,IC 2202,33.31,0.43,46,9.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:27:54.7,-67:34:27.2,279,-21.6,SAS4*,3395
1247,IC 2202,33.42,0.8,48.2,19.3,IRAS,4,1997ApJS..109..333W,"MAT, I",07:27:54.7,-67:34:27.2,279,-21.6,SAS4*,3395
1248,"UGC 03860, DDO 043",29.3,0.4,7.2,1.4,Tully-Fisher,1,1988NBGC.C....0000T,B,07:28:17.4,+40:46:11.2,177.8,23.9,I..9,356
1249,ESO 035- G 009,30.55,0.8,12.9,5.2,Tully est,2,1988NBGC.C....0000T,,07:28:40.6,-75:03:20.0,286.8,-23.8,IBS9,881
1250,"NGC 2366, DDO 042",27.35,0.4,2.9,0.6,Tully-Fisher,1,1988NBGC.C....0000T,B,07:28:54.7,+69:12:56.8,146.4,28.5,IBS9,209
1250,"NGC 2366, DDO 042",27.77,0.47,3.6,0.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",07:28:54.7,+69:12:56.8,146.4,28.5,IBS9,209
1250,"NGC 2366, DDO 042",28.11,0.47,4.2,1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",07:28:54.7,+69:12:56.8,146.4,28.5,IBS9,209
1250,"NGC 2366, DDO 042",28.46,0.47,4.9,1.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",07:28:54.7,+69:12:56.8,146.4,28.5,IBS9,209
1250,"NGC 2366, DDO 042",28.94,0.8,6.1,2.5,IRAS,4,1997ApJS..109..333W,"A82, H",07:28:54.7,+69:12:56.8,146.4,28.5,IBS9,209
1251,ESO 088- G 017,34.39,0.43,75.7,16.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:28:59.7,-66:53:53.9,278.4,-21.3,SXR4P*,4966
1251,ESO 088- G 017,34.72,0.43,88,18.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",07:28:59.7,-66:53:53.9,278.4,-21.3,SXR4P*,4966
1251,ESO 088- G 017,34.77,0.43,89.8,19.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",07:28:59.7,-66:53:53.9,278.4,-21.3,SXR4P*,4966
1251,ESO 088- G 017,34.17,0.8,68.2,27.3,IRAS,4,1997ApJS..109..333W,"MAT, I",07:28:59.7,-66:53:53.9,278.4,-21.3,SXR4P*,4966
1252,UGC 03876 ,32.51,0.38,31.8,6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",07:29:17.5,+27:53:58.3,191,20,SAS7,812
1252,UGC 03876 ,32.55,0.38,32.4,6.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",07:29:17.5,+27:53:58.3,191,20,SAS7,812
1252,UGC 03876 ,32.83,0.38,36.9,7,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",07:29:17.5,+27:53:58.3,191,20,SAS7,812
1252,UGC 03876 ,30.95,0.8,15.5,6.2,IRAS,4,1997ApJS..109..333W,"CF, r",07:29:17.5,+27:53:58.3,191,20,SAS7,812
1253,NGC 2417,33.12,0.43,42.1,9.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",07:30:12.1,-62:15:09.5,273.8,-19.5,SAT4,2964
