Gal,Galaxy Name,m-M,err,distancempc,err,Method,M.,REFCODE,Notes,RA,Dec,GLON,GLAT,Type (RC3),velocitykms
3351,CGCG 133-031,34.14,0.4,67.3,13.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:19:01.4,+24:56:36.7,31.5,70.2,S?,5410
3351,CGCG 133-031,34.14,0.4,67.3,13.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:19:01.4,+24:56:36.7,31.5,70.2,S?,5410
3351,CGCG 133-031,34.29,0.4,72.2,14.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:19:01.4,+24:56:36.7,31.5,70.2,S?,5410
3351,CGCG 133-031,34.3,0.8,72.6,29,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:19:01.4,+24:56:36.7,31.5,70.2,S?,5410
3352,ESO 385- G 008,33.11,0.4,42,8.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3352,ESO 385- G 008,33.14,0.4,42.4,8.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3352,ESO 385- G 008,33.41,0.4,48,9.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3352,ESO 385- G 008,33.83,0.43,58.2,12.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3352,ESO 385- G 008,33.94,0.43,61.5,13.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3352,ESO 385- G 008,33.99,0.43,62.8,13.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3352,ESO 385- G 008,33.46,0.8,49.3,19.7,IRAS,4,1997ApJS..109..333W,"MAT, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3352,ESO 385- G 008,33.47,0.8,49.5,19.8,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:19:04.4,-34:51:05.5,322.6,24.6,Sc,3631
3353,NGC 5559,33.96,0.4,62,12.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:19:12.8,+24:47:55.1,31.1,70.2,SB.3,5216
3353,NGC 5559,34.14,0.4,67.2,13.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:19:12.8,+24:47:55.1,31.1,70.2,SB.3,5216
3353,NGC 5559,34.16,0.4,67.9,13.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:19:12.8,+24:47:55.1,31.1,70.2,SB.3,5216
3353,NGC 5559,34.23,0.8,70,28,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:19:12.8,+24:47:55.1,31.1,70.2,SB.3,5216
3354,UGC 09169,31.9,0.4,24,4.8,Tully-Fisher,1,1988NBGC.C....0000T,B,14:19:44.6,+09:21:44.5,356.7,62.6,I..9,1283
3355,NGC 5585,29.22,0.4,7,1.4,Tully-Fisher,1,1988NBGC.C....0000T,B,14:19:48.2,+56:43:44.6,101,56.5,SXS7,436
3355,NGC 5585,29.65,0.47,8.5,2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",14:19:48.2,+56:43:44.6,101,56.5,SXS7,436
3355,NGC 5585,29.78,0.47,9.1,2.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",14:19:48.2,+56:43:44.6,101,56.5,SXS7,436
3355,NGC 5585,30.11,0.47,10.5,2.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",14:19:48.2,+56:43:44.6,101,56.5,SXS7,436
3355,NGC 5585,29.8,0.8,9.1,3.6,IRAS,4,1997ApJS..109..333W,"A82, H",14:19:48.2,+56:43:44.6,101,56.5,SXS7,436
3356,CGCG 075-010,35.07,0.4,103.2,20.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:19:57.7,+11:57:43.1,1.1,64.3,S?,7295
3356,CGCG 075-010,35.15,0.4,107.3,21.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:19:57.7,+11:57:43.1,1.1,64.3,S?,7295
3356,CGCG 075-010,35.23,0.4,111.1,22.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:19:57.7,+11:57:43.1,1.1,64.3,S?,7295
3356,CGCG 075-010,34.97,0.8,98.4,39.4,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:19:57.7,+11:57:43.1,1.1,64.3,S?,7295
3357,[SPS 861]***,32.74,0.4,35.3,7.1,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",14:20:06.0,+29:17:21.0,44.5,70.5,,3847
3357,[SPS 861]***,33.07,0.4,41.2,8.2,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",14:20:06.0,+29:17:21.0,44.5,70.5,,3847
3358,NGC 5566,32.11,0.8,26.4,10.6,Tully est,2,1988NBGC.C....0000T,B,14:20:19.9,+03:56:00.9,349.3,58.6,SBR2,1494
3359,CGCG 075-013,35.41,0.4,120.7,24.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:20:22.7,+11:23:04.1,0.2,63.8,S?,7748
3359,CGCG 075-013,35.51,0.4,126.3,25.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:20:22.7,+11:23:04.1,0.2,63.8,S?,7748
3359,CGCG 075-013,35.57,0.4,130.1,26,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:20:22.7,+11:23:04.1,0.2,63.8,S?,7748
3359,CGCG 075-013,35.13,0.8,106.3,42.5,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:20:22.7,+11:23:04.1,0.2,63.8,S?,7748
3360,NGC 5556,31.61,0.4,20.9,4.2,Tully-Fisher,1,1988NBGC.C....0000T,B,14:20:34.1,-29:14:30.4,325.3,29.7,SXT7,1275
3361,NGC 5582,32.35,0.4,29.5,5.9,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",14:20:43.1,+39:41:36.9,72.8,67.6,E,1536
3361,NGC 5582,32.68,0.4,34.4,6.9,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",14:20:43.1,+39:41:36.9,72.8,67.6,E,1536
3362,ESO 446- G 051,34.17,0.43,68.2,14.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:20:53.8,-29:01:19.1,325.5,29.9,Sc,7126
3362,ESO 446- G 051,34.27,0.43,71.5,15.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:20:53.8,-29:01:19.1,325.5,29.9,Sc,7126
3362,ESO 446- G 051,34.5,0.43,79.3,17,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:20:53.8,-29:01:19.1,325.5,29.9,Sc,7126
3362,ESO 446- G 051,34.94,0.8,97.2,38.9,IRAS,4,1997ApJS..109..333W,"MAT, I",14:20:53.8,-29:01:19.1,325.5,29.9,Sc,7126
3363,UGC 09186,34.14,0.4,67.2,13.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:20:54.1,+23:36:09.6,28,69.5,S..1,4585
3363,UGC 09186,34.2,0.4,69.3,13.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:20:54.1,+23:36:09.6,28,69.5,S..1,4585
3363,UGC 09186,34.29,0.4,72.2,14.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:20:54.1,+23:36:09.6,28,69.5,S..1,4585
3363,UGC 09186,33.94,0.8,61.3,24.5,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:20:54.1,+23:36:09.6,28,69.5,S..1,4585
3364,NGC 5574,32.29,0.8,28.7,11.5,Tully est,2,1988NBGC.C....0000T,B,14:20:55.9,+03:14:16.8,348.6,57.9,LB*-$/,1639
3365,NGC 5576,32.11,0.8,26.4,10.6,Tully est,2,1988NBGC.C....0000T,B,14:21:03.7,+03:16:15.6,348.7,57.9,E.3,1475
3365,NGC 5576,31.39,0.4,19,3.8,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",14:21:03.7,+03:16:15.6,348.7,57.9,E.3,1475
3365,NGC 5576,31.61,0.4,21,4.2,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",14:21:03.7,+03:16:15.6,348.7,57.9,E.3,1475
3366,IC 4402,31.21,0.43,17.5,3.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:21:13.1,-46:17:52.4,318.7,13.8,SAS3?/,1513
3366,IC 4402,31.4,0.43,19.1,4.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:21:13.1,-46:17:52.4,318.7,13.8,SAS3?/,1513
3366,IC 4402,31.56,0.43,20.5,4.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:21:13.1,-46:17:52.4,318.7,13.8,SAS3?/,1513
3366,IC 4402,31.8,0.8,22.9,9.2,Tully est,2,1988NBGC.C....0000T,,14:21:13.1,-46:17:52.4,318.7,13.8,SAS3?/,1513
3366,IC 4402,31.23,0.8,17.7,7.1,IRAS,4,1997ApJS..109..333W,"MAT, I",14:21:13.1,-46:17:52.4,318.7,13.8,SAS3?/,1513
3367,NGC 5577,31.47,0.47,19.7,4.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",14:21:13.1,+03:26:08.8,349,58,SAT4*,1475
3367,NGC 5577,31.51,0.47,20.1,4.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",14:21:13.1,+03:26:08.8,349,58,SAT4*,1475
3367,NGC 5577,31.8,0.47,23,5.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",14:21:13.1,+03:26:08.8,349,58,SAT4*,1475
3367,NGC 5577,32.07,0.4,25.9,5.2,Tully-Fisher,1,1988NBGC.C....0000T,B,14:21:13.1,+03:26:08.8,349,58,SAT4*,1475
3367,NGC 5577,31.89,0.8,23.9,9.5,IRAS,4,1997ApJS..109..333W,"A82, H",14:21:13.1,+03:26:08.8,349,58,SAT4*,1475
3368,ESO 385- G 012,33.19,0.43,43.5,9.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:21:15.7,-36:13:35.8,322.5,23.2,SBc,3593
3368,ESO 385- G 012,33.24,0.43,44.6,9.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:21:15.7,-36:13:35.8,322.5,23.2,SBc,3593
3368,ESO 385- G 012,33.5,0.43,50.1,10.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:21:15.7,-36:13:35.8,322.5,23.2,SBc,3593
3368,ESO 385- G 012,33.42,0.8,48.2,19.3,IRAS,4,1997ApJS..109..333W,"MAT, I",14:21:15.7,-36:13:35.8,322.5,23.2,SBc,3593
3369,ESO 446- G 053,30.31,0.43,11.5,2.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:21:17.1,-29:15:47.5,325.5,29.6,IBS9,1294
3369,ESO 446- G 053,30.55,0.43,12.9,2.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:21:17.1,-29:15:47.5,325.5,29.6,IBS9,1294
3369,ESO 446- G 053,30.84,0.43,14.7,3.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:21:17.1,-29:15:47.5,325.5,29.6,IBS9,1294
3369,ESO 446- G 053,31,0.8,15.8,6.3,IRAS,4,1997ApJS..109..333W,"MAT, I",14:21:17.1,-29:15:47.5,325.5,29.6,IBS9,1294
3370,UGC 09195,36.91,0.38,241.3,45.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",14:21:31.3,+23:56:54.0,29.1,69.5,S..3,15040
3370,UGC 09195,37.15,0.38,268.6,51,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",14:21:31.3,+23:56:54.0,29.1,69.5,S..3,15040
3370,UGC 09195,37.22,0.38,278.2,52.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",14:21:31.3,+23:56:54.0,29.1,69.5,S..3,15040
3370,UGC 09195,36.56,0.8,204.8,81.9,IRAS,4,1997ApJS..109..333W,"CF, r",14:21:31.3,+23:56:54.0,29.1,69.5,S..3,15040
3371,UGC 09220,34.84,0.4,92.7,18.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:21:59.9,+11:06:00.8,0.3,63.4,S?,7748
3371,UGC 09220,35.03,0.4,101.2,20.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:21:59.9,+11:06:00.8,0.3,63.4,S?,7748
3371,UGC 09220,35.04,0.4,102.1,20.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:21:59.9,+11:06:00.8,0.3,63.4,S?,7748
3371,UGC 09220,35.13,0.8,106.1,42.4,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:21:59.9,+11:06:00.8,0.3,63.4,S?,7748
3372,NGC 5584,32.19,0.4,27.4,5.5,Tully-Fisher,1,1988NBGC.C....0000T,B,14:22:23.8,-00:23:15.6,345.1,54.9,SXT6,1616
3373,ESO 385- G 015,32.9,0.4,38,7.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:22:25.4,-34:21:55.4,323.5,24.8,PSAR2,3862
3373,ESO 385- G 015,33.05,0.4,40.7,8.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:22:25.4,-34:21:55.4,323.5,24.8,PSAR2,3862
3373,ESO 385- G 015,33.18,0.4,43.2,8.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:22:25.4,-34:21:55.4,323.5,24.8,PSAR2,3862
3373,ESO 385- G 015,33.69,0.8,54.7,21.9,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:22:25.4,-34:21:55.4,323.5,24.8,PSAR2,3862
3374,"UGC 09211, DDO 189",30.84,0.4,14.7,2.9,Tully-Fisher,1,1988NBGC.C....0000T,B,14:22:32.2,+45:23:02.0,84.1,64.3,I..9*,797
3375,[SPS 873]***,32.97,0.4,39.2,7.8,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",14:23:00.0,+33:50:09.0,57.4,69.4,,4024
3375,[SPS 873]***,33.3,0.4,45.7,9.1,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",14:23:00.0,+33:50:09.0,57.4,69.4,,4024
3376,NGC 5608,30.52,0.4,12.7,2.5,Tully-Fisher,1,1988NBGC.C....0000T,B,14:23:17.9,+41:46:33.2,76.8,66.2,I..9*,762
3377,ESO 222-IG 004,31.62,0.8,21.1,8.4,Tully est,2,1988NBGC.C....0000T,,14:23:40.3,-49:39:18.1,317.9,10.5,SBS9,1400
3378,NGC 5600,32.87,0.8,37.5,15,Tully est,2,1988NBGC.C....0000T,B,14:23:49.5,+14:38:19.4,7.4,65.1,S..5P,2341
3379,ESO 041- G 006,30.9,0.43,15.1,3.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:23:50.4,-75:19:19.3,308.8,-13.5,SBS9,2398
3379,ESO 041- G 006,31.04,0.43,16.1,3.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:23:50.4,-75:19:19.3,308.8,-13.5,SBS9,2398
3379,ESO 041- G 006,31.32,0.43,18.4,3.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:23:50.4,-75:19:19.3,308.8,-13.5,SBS9,2398
3379,ESO 041- G 006,32.53,0.8,32,12.8,Tully est,2,1988NBGC.C....0000T,,14:23:50.4,-75:19:19.3,308.8,-13.5,SBS9,2398
3379,ESO 041- G 006,32.42,0.8,30.5,12.2,IRAS,4,1997ApJS..109..333W,"MAT, I",14:23:50.4,-75:19:19.3,308.8,-13.5,SBS9,2398
3380,NGC 5599,34.08,0.4,65.5,13.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3380,NGC 5599,34.26,0.4,71.2,14.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3380,NGC 5599,34.45,0.38,77.8,14.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3380,NGC 5599,34.53,0.4,80.5,16.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3380,NGC 5599,34.61,0.38,83.7,15.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3380,NGC 5599,34.85,0.38,93.5,17.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3380,NGC 5599,34.91,0.8,95.9,38.4,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3380,NGC 5599,34.93,0.8,96.7,38.7,IRAS,4,1997ApJS..109..333W,"CF, r",14:23:50.6,+06:34:33.9,354,59.9,S..3,7219
3381,NGC 5592,33.72,0.43,55.6,11.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:23:55.1,-28:41:17.0,326.4,29.9,SBS4?,4264
3381,NGC 5592,34,0.43,63,13.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:23:55.1,-28:41:17.0,326.4,29.9,SBS4?,4264
3381,NGC 5592,34.02,0.43,63.6,13.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:23:55.1,-28:41:17.0,326.4,29.9,SBS4?,4264
3381,NGC 5592,33.85,0.8,58.9,23.6,IRAS,4,1997ApJS..109..333W,"MAT, I",14:23:55.1,-28:41:17.0,326.4,29.9,SBS4?,4264
3382,NGC 5595,32.57,0.43,32.6,7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:24:13.2,-16:43:22.8,332.8,40.7,SXT5,2609
3382,NGC 5595,32.77,0.43,35.8,7.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:24:13.2,-16:43:22.8,332.8,40.7,SXT5,2609
3382,NGC 5595,32.78,0.43,36,7.7,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:24:13.2,-16:43:22.8,332.8,40.7,SXT5,2609
3382,NGC 5595,32.93,0.8,38.5,15.4,Tully est,2,1988NBGC.C....0000T,B,14:24:13.2,-16:43:22.8,332.8,40.7,SXT5,2609
3382,NGC 5595,32.89,0.8,37.9,15.1,IRAS,4,1997ApJS..109..333W,"MAT, I",14:24:13.2,-16:43:22.8,332.8,40.7,SXT5,2609
3383,NGC 5610,33.83,0.4,58.3,11.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:24:22.9,+24:36:52.0,31.3,69,SBS2,5130
3383,NGC 5610,34.02,0.4,63.8,12.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:24:22.9,+24:36:52.0,31.3,69,SBS2,5130
3383,NGC 5610,34.08,0.4,65.6,13.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:24:22.9,+24:36:52.0,31.3,69,SBS2,5130
3383,NGC 5610,34.18,0.8,68.5,27.4,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:24:22.9,+24:36:52.0,31.3,69,SBS2,5130
3384,NGC 5597,32.93,0.8,38.6,15.4,Tully est,2,1988NBGC.C....0000T,B,14:24:27.4,-16:45:45.9,332.8,40.6,SXS6,2549
3385,"UGC 09240, DDO 190",27.82,0.4,3.7,0.7,Tully-Fisher,1,1988NBGC.C....0000T,B,14:24:43.4,+44:31:32.8,82,64.5,IA.9,259
3386,UGC 09236,34.01,0.4,63.5,12.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:24:56.6,+25:01:29.2,32.5,68.9,SB.4?,4501
3386,UGC 09236,34.11,0.4,66.3,13.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:24:56.6,+25:01:29.2,32.5,68.9,SB.4?,4501
3386,UGC 09236,34.2,0.4,69.1,13.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:24:56.6,+25:01:29.2,32.5,68.9,SB.4?,4501
3386,UGC 09236,33.9,0.8,60.3,24.1,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:24:56.6,+25:01:29.2,32.5,68.9,SB.4?,4501
3387,UGC 09242,32.1,0.4,26.3,5.3,Tully-Fisher,1,1988NBGC.C....0000T,B,14:25:21.0,+39:32:22.5,71.4,66.9,S..7,1530
3388,IC 4420,33.6,0.4,52.4,10.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:25:39.4,+25:22:41.6,33.5,68.8,SBc,5053
3388,IC 4420,33.61,0.4,52.8,10.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:25:39.4,+25:22:41.6,33.5,68.8,SBc,5053
3388,IC 4420,33.92,0.4,60.8,12.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:25:39.4,+25:22:41.6,33.5,68.8,SBc,5053
3388,IC 4420,33.87,0.8,59.6,23.8,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:25:39.4,+25:22:41.6,33.5,68.8,SBc,5053
3389,NGC 5622,33.85,0.38,58.8,11.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",14:26:12.2,+48:33:50.4,88.7,61.8,S..3,4006
3389,NGC 5622,33.96,0.38,62,11.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",14:26:12.2,+48:33:50.4,88.7,61.8,S..3,4006
3389,NGC 5622,34.05,0.38,64.6,12.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",14:26:12.2,+48:33:50.4,88.7,61.8,S..3,4006
3389,NGC 5622,33.73,0.8,55.7,22.3,IRAS,4,1997ApJS..109..333W,"CF, r",14:26:12.2,+48:33:50.4,88.7,61.8,S..3,4006
3390,NGC 5631,32.57,0.8,32.7,13.1,Tully est,2,1988NBGC.C....0000T,B,14:26:33.3,+56:34:57.5,99.5,56,LAS0,2112
3391,ESO 272- G 009,32.13,0.8,26.7,10.7,Tully est,2,1988NBGC.C....0000T,,14:26:55.4,-45:52:39.7,319.8,13.8,SBS8,1758
3392,IC 4427,33.65,0.4,53.8,10.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:26:59.5,+26:51:50.2,37.7,68.7,S?,9021
3392,IC 4427,33.7,0.4,55.1,11,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:26:59.5,+26:51:50.2,37.7,68.7,S?,9021
3392,IC 4427,33.97,0.4,62.1,12.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:26:59.5,+26:51:50.2,37.7,68.7,S?,9021
3392,IC 4427,33.73,0.8,55.8,22.3,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:26:59.5,+26:51:50.2,37.7,68.7,S?,9021
3393,UGC 09249,31.97,0.4,24.8,5,Tully-Fisher,1,1988NBGC.C....0000T,B,14:26:59.8,+08:41:01.0,358.2,60.8,S..7*,1373
3394,NGC 5619,34.91,0.38,96.1,18.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",14:27:18.2,+04:48:10.2,352.8,58.1,SXT3,8375
3394,NGC 5619,35.16,0.38,107.5,20.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",14:27:18.2,+04:48:10.2,352.8,58.1,SXT3,8375
3394,NGC 5619,35.22,0.38,110.6,21,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",14:27:18.2,+04:48:10.2,352.8,58.1,SXT3,8375
3394,NGC 5619,35.35,0.8,117.2,46.9,IRAS,4,1997ApJS..109..333W,"CF, r",14:27:18.2,+04:48:10.2,352.8,58.1,SXT3,8375
3395,ESO 001- G 006,32.15,0.43,27,5.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",14:27:20.5,-87:46:20.1,303.9,-25.1,SBT6*/,2076
3395,ESO 001- G 006,32.28,0.43,28.5,6.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",14:27:20.5,-87:46:20.1,303.9,-25.1,SBT6*/,2076
3395,ESO 001- G 006,32.4,0.43,30.3,6.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",14:27:20.5,-87:46:20.1,303.9,-25.1,SBT6*/,2076
3395,ESO 001- G 006,32.19,0.8,27.5,11,Tully est,2,1988NBGC.C....0000T,,14:27:20.5,-87:46:20.1,303.9,-25.1,SBT6*/,2076
3395,ESO 001- G 006,32.13,0.8,26.6,10.7,IRAS,4,1997ApJS..109..333W,"MAT, I",14:27:20.5,-87:46:20.1,303.9,-25.1,SBT6*/,2076
3396,UGC 09265,33.68,0.4,54.4,10.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:27:25.9,+25:30:52.1,34.1,68.5,S?,4814
3396,UGC 09265,33.77,0.4,56.9,11.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:27:25.9,+25:30:52.1,34.1,68.5,S?,4814
3396,UGC 09265,33.98,0.4,62.4,12.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:27:25.9,+25:30:52.1,34.1,68.5,S?,4814
3396,UGC 09265,34.05,0.8,64.5,25.8,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:27:25.9,+25:30:52.1,34.1,68.5,S?,4814
3397,NGC 5633,32.85,0.8,37.1,14.8,Tully est,2,1988NBGC.C....0000T,B,14:27:28.4,+46:08:47.5,84.3,63.1,RSAT3,2448
3398,CGCG 047-050,34.67,0.4,85.9,17.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",14:27:35.7,+08:07:29.0,357.5,60.4,S?,7738
3398,CGCG 047-050,34.78,0.4,90.3,18.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",14:27:35.7,+08:07:29.0,357.5,60.4,S?,7738
3398,CGCG 047-050,35.01,0.4,100.4,20.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",14:27:35.7,+08:07:29.0,357.5,60.4,S?,7738
3398,CGCG 047-050,35.11,0.8,105.3,42.1,IRAS,4,1997ApJS..109..333W,"HMCL, I",14:27:35.7,+08:07:29.0,357.5,60.4,S?,7738
3399,NGC 5630,32.08,0.47,26,6.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",14:27:36.6,+41:15:27.9,74.7,65.7,S..8*,2757
3399,NGC 5630,32.16,0.47,27,6.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",14:27:36.6,+41:15:27.9,74.7,65.7,S..8*,2757
3399,NGC 5630,32.59,0.47,33,7.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",14:27:36.6,+41:15:27.9,74.7,65.7,S..8*,2757
3399,NGC 5630,33.08,0.4,41.3,8.3,Tully-Fisher,1,1988NBGC.C....0000T,B,14:27:36.6,+41:15:27.9,74.7,65.7,S..8*,2757
